URL,UUID4,ToposText_ID,Place_Name,Place_Type,Reference,Lat,Long,Text
https://topostext.org/work/835,dff3622c-5e8c-4f92-bd3a-064ee01aff1f,https://topostext.org/place/320350RPal,Palestine,['place'],:23,32.0206,35.0001,"§ 23  VI. Now there is the land of Syria. It is divided into three Syrias; Phoenicia, Palestine, and Coele. These have many different excellent and great cities; by mentioning just a little about these I shall surely delight my audience. First of all there is the prosperous, royal city of Antioch where the ruler of the world has his seat. It is a fine city, outstanding in its public works, and, although it takes in a great number of immigrants, it sustains them all as it abounds in all sorts of goods. "
https://topostext.org/work/835,c156c05c-cf30-444f-a3f1-43f9587aaf8f,https://topostext.org/place/335360RCSy,Coele,['place'],:23,33.5,36,"§ 23  VI. Now there is the land of Syria. It is divided into three Syrias; Phoenicia, Palestine, and Coele. These have many different excellent and great cities; by mentioning just a little about these I shall surely delight my audience. First of all there is the prosperous, royal city of Antioch where the ruler of the world has his seat. It is a fine city, outstanding in its public works, and, although it takes in a great number of immigrants, it sustains them all as it abounds in all sorts of goods. "
https://topostext.org/work/835,7db588d2-a783-4b8b-a394-d1f5b43ea987,https://topostext.org/place/362362PAnt,Antioch,['place'],:23,36.2,36.165,"§ 23  VI. Now there is the land of Syria. It is divided into three Syrias; Phoenicia, Palestine, and Coele. These have many different excellent and great cities; by mentioning just a little about these I shall surely delight my audience. First of all there is the prosperous, royal city of Antioch where the ruler of the world has his seat. It is a fine city, outstanding in its public works, and, although it takes in a great number of immigrants, it sustains them all as it abounds in all sorts of goods. "
https://topostext.org/work/835,8e6a2bdc-8f6e-4aed-bc10-f5ae0cd29146,https://topostext.org/place/333352PTyr,Tyre,['place'],:24,33.272,35.196,"§ 24  The other cities are like Tyre, which is quite well off in that it carries on a thriving business with many peoples (indeed, probably no eastern city is more crowded with people or more avid in its business) and that it has men who are rich and able in all fields. "
https://topostext.org/work/835,a95a7229-091a-4b59-9bfe-3951874ffb64,https://topostext.org/place/339355UBer,Berytus,['place'],:25,33.896,35.5056,"§ 25  After this there is the very delightful city of Berytus, which possesses legal institutions; indeed the Roman judicial system seems to rest largely on this city, for learned men from Berytus take up positions throughout the entire world as judges, and knowing the laws they take care of the provinces to which legal charters are sent. "
https://topostext.org/work/835,d5a4b5c0-5c7b-4e5b-aa64-8118417738c5,https://topostext.org/place/339355UBer,Berytus,['place'],:25,33.896,35.5056,"§ 25  After this there is the very delightful city of Berytus, which possesses legal institutions; indeed the Roman judicial system seems to rest largely on this city, for learned men from Berytus take up positions throughout the entire world as judges, and knowing the laws they take care of the provinces to which legal charters are sent. "
https://topostext.org/work/835,f52d0085-4795-45fc-9a03-ef25a86ad168,https://topostext.org/place/325349UCae,Caesarea,['place'],:26,32.5026,34.8914,"§ 26  Next there is the city of Caesarea. It too is very delightful and abounds in all things, and the disposition of the city is outstanding. Its tetrapylon, a singular and famous sight, is spoken of everywhere. "
https://topostext.org/work/835,7ad28a64-c1f1-40d1-a9d4-393559ca422a,https://topostext.org/place/355358PLao,Laodicia,['place'],:27,35.52,35.7849,"§ 27  It is necessary to name part of the other cities and what singular things each possesses. First of all, then, there is the good city of Laodicia which undertakes every kind of trade, exports to Antioch, and has provided many troops for the army. "
https://topostext.org/work/835,54b4f639-e5fe-4581-9c66-797e61f44c9b,https://topostext.org/place/362362PAnt,Antioch,['place'],:27,36.2,36.165,"§ 27  It is necessary to name part of the other cities and what singular things each possesses. First of all, then, there is the good city of Laodicia which undertakes every kind of trade, exports to Antioch, and has provided many troops for the army. "
https://topostext.org/work/835,cb40ca06-3c3d-46fc-ae69-b1869ee4a9a8,https://topostext.org/place/361359USel,Seleucia,['place'],:28,36.1222,35.9347,"§ 28  Similarly the fine city of Seleucia sends all that it receives (both public and private goods) to Antioch. Constantius, the ruler of the earth, seeing that it would be useful to both Antioch and his army, divided a great mountain, let in the sea, and made a fine, big harbor where incoming ships might be sheltered and their cargos of public wares not be lost. "
https://topostext.org/work/835,c40a7d1f-22de-43f9-b2b1-18c9f5be11ab,https://topostext.org/place/362362PAnt,Antioch,['place'],:28,36.2,36.165,"§ 28  Similarly the fine city of Seleucia sends all that it receives (both public and private goods) to Antioch. Constantius, the ruler of the earth, seeing that it would be useful to both Antioch and his army, divided a great mountain, let in the sea, and made a fine, big harbor where incoming ships might be sheltered and their cargos of public wares not be lost. "
https://topostext.org/work/835,454c16e9-ba60-446a-a5ac-ecc0e9cd86d8,https://topostext.org/place/362362PAnt,Antioch,['place'],:28,36.2,36.165,"§ 28  Similarly the fine city of Seleucia sends all that it receives (both public and private goods) to Antioch. Constantius, the ruler of the earth, seeing that it would be useful to both Antioch and his army, divided a great mountain, let in the sea, and made a fine, big harbor where incoming ships might be sheltered and their cargos of public wares not be lost. "
https://topostext.org/work/835,4bdc8852-bfa4-4d5a-aa07-1a823f20c44f,https://topostext.org/place/317345UAsh,Ascalon,['place'],:29,31.6601,34.5464,"§ 29  Now here are all the other cities. Ascalon and Gaza are outstanding, “boiling” in business, and abound in all things. They export fine wine to all of Syria and to Egypt. "
https://topostext.org/work/835,a0c7e37b-5785-4ac7-a416-51ebd2f5147b,https://topostext.org/place/315344UGaz,Gaza,['place'],:29,31.523,34.432,"§ 29  Now here are all the other cities. Ascalon and Gaza are outstanding, “boiling” in business, and abound in all things. They export fine wine to all of Syria and to Egypt. "
https://topostext.org/work/835,f1c5f40c-7194-451b-bcad-cf276efa007f,https://topostext.org/place/355390RSyr,Syria,['place'],:29,35.5,39,"§ 29  Now here are all the other cities. Ascalon and Gaza are outstanding, “boiling” in business, and abound in all things. They export fine wine to all of Syria and to Egypt. "
https://topostext.org/work/835,5af412d3-e232-4f19-9074-afda2df91d08,https://topostext.org/place/271307REgy,Egypt,['place'],:29,27.1,30.7,"§ 29  Now here are all the other cities. Ascalon and Gaza are outstanding, “boiling” in business, and abound in all things. They export fine wine to all of Syria and to Egypt. "
https://topostext.org/work/835,e7ae0f35-c804-48f0-a6a0-a672dc218f8c,https://topostext.org/place/322352UNea,Neapolis,['place'],:30,32.2165,35.2629,"§ 30  The city of Neapolis is renowned and very celebrated, while Tripolis, Scythopolis, and the city of Byblus are very busy. Heliopolis, which is next to Mount Lebanus, produces the beautiful women who are known to all as Libanitides. There they worship Venus magnificently; they even say that she lives there and gives the women the grace of beauty. Then there are the following cities: Sidon, Sarepta, Ptolemais, the excellent Eleutheropolis, and also Damascus. "
https://topostext.org/work/835,0a6ea8f7-f7c6-4a10-89fd-1b8c63b3ff62,https://topostext.org/place/344358UTri,Tripolis,['place'],:30,34.449,35.812,"§ 30  The city of Neapolis is renowned and very celebrated, while Tripolis, Scythopolis, and the city of Byblus are very busy. Heliopolis, which is next to Mount Lebanus, produces the beautiful women who are known to all as Libanitides. There they worship Venus magnificently; they even say that she lives there and gives the women the grace of beauty. Then there are the following cities: Sidon, Sarepta, Ptolemais, the excellent Eleutheropolis, and also Damascus. "
https://topostext.org/work/835,f7756afc-33b5-4428-85b4-ea0e66ec9d53,https://topostext.org/place/325355UScy,Scythopolis,['place'],:30,32.502,35.5019,"§ 30  The city of Neapolis is renowned and very celebrated, while Tripolis, Scythopolis, and the city of Byblus are very busy. Heliopolis, which is next to Mount Lebanus, produces the beautiful women who are known to all as Libanitides. There they worship Venus magnificently; they even say that she lives there and gives the women the grace of beauty. Then there are the following cities: Sidon, Sarepta, Ptolemais, the excellent Eleutheropolis, and also Damascus. "
https://topostext.org/work/835,0c625b0b-be0d-47d1-a8bf-5819b67f91a4,https://topostext.org/place/341356PByb,Byblus,['place'],:30,34.119,35.646,"§ 30  The city of Neapolis is renowned and very celebrated, while Tripolis, Scythopolis, and the city of Byblus are very busy. Heliopolis, which is next to Mount Lebanus, produces the beautiful women who are known to all as Libanitides. There they worship Venus magnificently; they even say that she lives there and gives the women the grace of beauty. Then there are the following cities: Sidon, Sarepta, Ptolemais, the excellent Eleutheropolis, and also Damascus. "
https://topostext.org/work/835,7f4e794d-d0e5-45e5-8a0b-2f88fdbf82ae,https://topostext.org/place/340362UHel,Heliopolis,['place'],:30,34.0071,36.2051,"§ 30  The city of Neapolis is renowned and very celebrated, while Tripolis, Scythopolis, and the city of Byblus are very busy. Heliopolis, which is next to Mount Lebanus, produces the beautiful women who are known to all as Libanitides. There they worship Venus magnificently; they even say that she lives there and gives the women the grace of beauty. Then there are the following cities: Sidon, Sarepta, Ptolemais, the excellent Eleutheropolis, and also Damascus. "
https://topostext.org/work/835,898278bd-4a0c-4e44-94e0-0231564fa38c,https://topostext.org/place/339358LLib,Mount Lebanus,['place'],:30,33.925,35.765,"§ 30  The city of Neapolis is renowned and very celebrated, while Tripolis, Scythopolis, and the city of Byblus are very busy. Heliopolis, which is next to Mount Lebanus, produces the beautiful women who are known to all as Libanitides. There they worship Venus magnificently; they even say that she lives there and gives the women the grace of beauty. Then there are the following cities: Sidon, Sarepta, Ptolemais, the excellent Eleutheropolis, and also Damascus. "
https://topostext.org/work/835,c943592d-8c97-41af-9d2d-ec03d95f0930,https://topostext.org/place/336354PSid,Sidon,['place'],:30,33.56,35.371,"§ 30  The city of Neapolis is renowned and very celebrated, while Tripolis, Scythopolis, and the city of Byblus are very busy. Heliopolis, which is next to Mount Lebanus, produces the beautiful women who are known to all as Libanitides. There they worship Venus magnificently; they even say that she lives there and gives the women the grace of beauty. Then there are the following cities: Sidon, Sarepta, Ptolemais, the excellent Eleutheropolis, and also Damascus. "
https://topostext.org/work/835,a291608a-37ec-42d1-a87c-8bd2483ed2e0,https://topostext.org/place/335353USar,Sarepta,['place'],:30,33.4643,35.295,"§ 30  The city of Neapolis is renowned and very celebrated, while Tripolis, Scythopolis, and the city of Byblus are very busy. Heliopolis, which is next to Mount Lebanus, produces the beautiful women who are known to all as Libanitides. There they worship Venus magnificently; they even say that she lives there and gives the women the grace of beauty. Then there are the following cities: Sidon, Sarepta, Ptolemais, the excellent Eleutheropolis, and also Damascus. "
https://topostext.org/work/835,8ed40796-50f8-4cca-bc08-49c80c6ce91b,https://topostext.org/place/329351UPto,Ptolemais,['place'],:30,32.9278,35.0817,"§ 30  The city of Neapolis is renowned and very celebrated, while Tripolis, Scythopolis, and the city of Byblus are very busy. Heliopolis, which is next to Mount Lebanus, produces the beautiful women who are known to all as Libanitides. There they worship Venus magnificently; they even say that she lives there and gives the women the grace of beauty. Then there are the following cities: Sidon, Sarepta, Ptolemais, the excellent Eleutheropolis, and also Damascus. "
https://topostext.org/work/835,1035927c-4376-4e10-8643-0f637a49c483,https://topostext.org/place/316348UEle,Eleutheropolis,['place'],:30,31.6077,34.8941,"§ 30  The city of Neapolis is renowned and very celebrated, while Tripolis, Scythopolis, and the city of Byblus are very busy. Heliopolis, which is next to Mount Lebanus, produces the beautiful women who are known to all as Libanitides. There they worship Venus magnificently; they even say that she lives there and gives the women the grace of beauty. Then there are the following cities: Sidon, Sarepta, Ptolemais, the excellent Eleutheropolis, and also Damascus. "
https://topostext.org/work/835,ff2b8418-25bb-4287-b1e3-c6f5367fa319,https://topostext.org/place/335363UDam,Damascus,['place'],:30,33.509,36.311,"§ 30  The city of Neapolis is renowned and very celebrated, while Tripolis, Scythopolis, and the city of Byblus are very busy. Heliopolis, which is next to Mount Lebanus, produces the beautiful women who are known to all as Libanitides. There they worship Venus magnificently; they even say that she lives there and gives the women the grace of beauty. Then there are the following cities: Sidon, Sarepta, Ptolemais, the excellent Eleutheropolis, and also Damascus. "
https://topostext.org/work/835,314de8a2-7747-4084-9b00-f4ae71731364,https://topostext.org/place/325355UScy,Scythopolis,['place'],:31,32.502,35.5019,"§ 31  Since I have partly described the above-mentioned cities and have spoken about each, it is now proper to tell what singular things each possesses. The following lie along the coast: Scythopolis, Laodicia, Byblus, Tyre, and Berytus. They export linen cloth to the entire world and are outstandingly in their abundance in all things; likewise Sarepta, Caesarea, Neapolis, and Lydda produce genuine purple dye. All the above-mentioned cities grow grain, grapes, and olives, and are prosperous. You will find the Nicolaan date in the region of Palestine which is known as Jericho, as well as the Damascan and the other smaller date; you will also find the pistachio and all types of fruit in abundance. "
https://topostext.org/work/835,1c5f61d7-8a24-4d7a-b6e6-f696d819f494,https://topostext.org/place/355358PLao,Laodicia,['place'],:31,35.52,35.7849,"§ 31  Since I have partly described the above-mentioned cities and have spoken about each, it is now proper to tell what singular things each possesses. The following lie along the coast: Scythopolis, Laodicia, Byblus, Tyre, and Berytus. They export linen cloth to the entire world and are outstandingly in their abundance in all things; likewise Sarepta, Caesarea, Neapolis, and Lydda produce genuine purple dye. All the above-mentioned cities grow grain, grapes, and olives, and are prosperous. You will find the Nicolaan date in the region of Palestine which is known as Jericho, as well as the Damascan and the other smaller date; you will also find the pistachio and all types of fruit in abundance. "
https://topostext.org/work/835,f6658bea-03f6-4c50-87de-9750661de266,https://topostext.org/place/341356PByb,Byblus,['place'],:31,34.119,35.646,"§ 31  Since I have partly described the above-mentioned cities and have spoken about each, it is now proper to tell what singular things each possesses. The following lie along the coast: Scythopolis, Laodicia, Byblus, Tyre, and Berytus. They export linen cloth to the entire world and are outstandingly in their abundance in all things; likewise Sarepta, Caesarea, Neapolis, and Lydda produce genuine purple dye. All the above-mentioned cities grow grain, grapes, and olives, and are prosperous. You will find the Nicolaan date in the region of Palestine which is known as Jericho, as well as the Damascan and the other smaller date; you will also find the pistachio and all types of fruit in abundance. "
https://topostext.org/work/835,ca1abe58-8a24-484e-8b0d-abc54fc88720,https://topostext.org/place/333352PTyr,Tyre,['place'],:31,33.272,35.196,"§ 31  Since I have partly described the above-mentioned cities and have spoken about each, it is now proper to tell what singular things each possesses. The following lie along the coast: Scythopolis, Laodicia, Byblus, Tyre, and Berytus. They export linen cloth to the entire world and are outstandingly in their abundance in all things; likewise Sarepta, Caesarea, Neapolis, and Lydda produce genuine purple dye. All the above-mentioned cities grow grain, grapes, and olives, and are prosperous. You will find the Nicolaan date in the region of Palestine which is known as Jericho, as well as the Damascan and the other smaller date; you will also find the pistachio and all types of fruit in abundance. "
https://topostext.org/work/835,9ad7ef81-d1f4-47a2-8bc6-205726eb3aaa,https://topostext.org/place/339355UBer,Berytus,['place'],:31,33.896,35.5056,"§ 31  Since I have partly described the above-mentioned cities and have spoken about each, it is now proper to tell what singular things each possesses. The following lie along the coast: Scythopolis, Laodicia, Byblus, Tyre, and Berytus. They export linen cloth to the entire world and are outstandingly in their abundance in all things; likewise Sarepta, Caesarea, Neapolis, and Lydda produce genuine purple dye. All the above-mentioned cities grow grain, grapes, and olives, and are prosperous. You will find the Nicolaan date in the region of Palestine which is known as Jericho, as well as the Damascan and the other smaller date; you will also find the pistachio and all types of fruit in abundance. "
https://topostext.org/work/835,8da8687c-ea34-4ced-ad07-20c4d4487f40,https://topostext.org/place/335353USar,Sarepta,['place'],:31,33.4643,35.295,"§ 31  Since I have partly described the above-mentioned cities and have spoken about each, it is now proper to tell what singular things each possesses. The following lie along the coast: Scythopolis, Laodicia, Byblus, Tyre, and Berytus. They export linen cloth to the entire world and are outstandingly in their abundance in all things; likewise Sarepta, Caesarea, Neapolis, and Lydda produce genuine purple dye. All the above-mentioned cities grow grain, grapes, and olives, and are prosperous. You will find the Nicolaan date in the region of Palestine which is known as Jericho, as well as the Damascan and the other smaller date; you will also find the pistachio and all types of fruit in abundance. "
https://topostext.org/work/835,2efc6469-7a2d-46ae-a9a9-1e1da29211c4,https://topostext.org/place/325349UCae,Caesarea,['place'],:31,32.5026,34.8914,"§ 31  Since I have partly described the above-mentioned cities and have spoken about each, it is now proper to tell what singular things each possesses. The following lie along the coast: Scythopolis, Laodicia, Byblus, Tyre, and Berytus. They export linen cloth to the entire world and are outstandingly in their abundance in all things; likewise Sarepta, Caesarea, Neapolis, and Lydda produce genuine purple dye. All the above-mentioned cities grow grain, grapes, and olives, and are prosperous. You will find the Nicolaan date in the region of Palestine which is known as Jericho, as well as the Damascan and the other smaller date; you will also find the pistachio and all types of fruit in abundance. "
https://topostext.org/work/835,3fad756a-fd9a-4c68-b93e-776fc0d31d84,https://topostext.org/place/322352UNea,Neapolis,['place'],:31,32.2165,35.2629,"§ 31  Since I have partly described the above-mentioned cities and have spoken about each, it is now proper to tell what singular things each possesses. The following lie along the coast: Scythopolis, Laodicia, Byblus, Tyre, and Berytus. They export linen cloth to the entire world and are outstandingly in their abundance in all things; likewise Sarepta, Caesarea, Neapolis, and Lydda produce genuine purple dye. All the above-mentioned cities grow grain, grapes, and olives, and are prosperous. You will find the Nicolaan date in the region of Palestine which is known as Jericho, as well as the Damascan and the other smaller date; you will also find the pistachio and all types of fruit in abundance. "
https://topostext.org/work/835,97fb912e-2d4b-4899-a299-002e71a0fb62,https://topostext.org/place/319348ULyd,Lydda,['place'],:31,31.9509,34.893,"§ 31  Since I have partly described the above-mentioned cities and have spoken about each, it is now proper to tell what singular things each possesses. The following lie along the coast: Scythopolis, Laodicia, Byblus, Tyre, and Berytus. They export linen cloth to the entire world and are outstandingly in their abundance in all things; likewise Sarepta, Caesarea, Neapolis, and Lydda produce genuine purple dye. All the above-mentioned cities grow grain, grapes, and olives, and are prosperous. You will find the Nicolaan date in the region of Palestine which is known as Jericho, as well as the Damascan and the other smaller date; you will also find the pistachio and all types of fruit in abundance. "
https://topostext.org/work/835,1adee0f4-9264-460e-ad1b-b263c490bd6a,https://topostext.org/place/320350RPal,Palestine,['place'],:31,32.0206,35.0001,"§ 31  Since I have partly described the above-mentioned cities and have spoken about each, it is now proper to tell what singular things each possesses. The following lie along the coast: Scythopolis, Laodicia, Byblus, Tyre, and Berytus. They export linen cloth to the entire world and are outstandingly in their abundance in all things; likewise Sarepta, Caesarea, Neapolis, and Lydda produce genuine purple dye. All the above-mentioned cities grow grain, grapes, and olives, and are prosperous. You will find the Nicolaan date in the region of Palestine which is known as Jericho, as well as the Damascan and the other smaller date; you will also find the pistachio and all types of fruit in abundance. "
https://topostext.org/work/835,ca8ea34b-0d70-4c25-bb7e-a3da8b786080,https://topostext.org/place/318354UHie,Jericho,['place'],:31,31.87,35.4438,"§ 31  Since I have partly described the above-mentioned cities and have spoken about each, it is now proper to tell what singular things each possesses. The following lie along the coast: Scythopolis, Laodicia, Byblus, Tyre, and Berytus. They export linen cloth to the entire world and are outstandingly in their abundance in all things; likewise Sarepta, Caesarea, Neapolis, and Lydda produce genuine purple dye. All the above-mentioned cities grow grain, grapes, and olives, and are prosperous. You will find the Nicolaan date in the region of Palestine which is known as Jericho, as well as the Damascan and the other smaller date; you will also find the pistachio and all types of fruit in abundance. "
https://topostext.org/work/835,9a1b20dc-78a9-45ca-ae06-5ee260c9bfac,https://topostext.org/place/362362PAnt,Antioch,['place'],:32,36.2,36.165,"§ 32  Since I am obliged to describe their individual features, it is necessary to speak here of the entertainment of the individual cities. First of all you have Antioch, which abounds in all sorts of entertainment, especially circuses. Why are all things here? Because the emperor has his seat there; all things are necessary because of him. Laodicia too has circuses, as do Tyre, Berytus, and Caesarea. Laodicia sends the best jockeys to other cities, while Tyre and Berytus produce mime actors, and Caesarea dancers, while Heliopolis produces mostly flute players, because the Muses of Mount Lebanus inspire them with their divine speech. Gaza too sometimes has good musicians and is said to have good prize fighters. Ascalon produces wrestlers and Castabala rope dancers. "
https://topostext.org/work/835,5c41461c-878b-4011-bbbe-4da5bafc5320,https://topostext.org/place/355358PLao,Laodicia,['place'],:32,35.52,35.7849,"§ 32  Since I am obliged to describe their individual features, it is necessary to speak here of the entertainment of the individual cities. First of all you have Antioch, which abounds in all sorts of entertainment, especially circuses. Why are all things here? Because the emperor has his seat there; all things are necessary because of him. Laodicia too has circuses, as do Tyre, Berytus, and Caesarea. Laodicia sends the best jockeys to other cities, while Tyre and Berytus produce mime actors, and Caesarea dancers, while Heliopolis produces mostly flute players, because the Muses of Mount Lebanus inspire them with their divine speech. Gaza too sometimes has good musicians and is said to have good prize fighters. Ascalon produces wrestlers and Castabala rope dancers. "
https://topostext.org/work/835,b07f2cb9-d16f-420b-a5c4-9e8c0e718c57,https://topostext.org/place/333352PTyr,Tyre,['place'],:32,33.272,35.196,"§ 32  Since I am obliged to describe their individual features, it is necessary to speak here of the entertainment of the individual cities. First of all you have Antioch, which abounds in all sorts of entertainment, especially circuses. Why are all things here? Because the emperor has his seat there; all things are necessary because of him. Laodicia too has circuses, as do Tyre, Berytus, and Caesarea. Laodicia sends the best jockeys to other cities, while Tyre and Berytus produce mime actors, and Caesarea dancers, while Heliopolis produces mostly flute players, because the Muses of Mount Lebanus inspire them with their divine speech. Gaza too sometimes has good musicians and is said to have good prize fighters. Ascalon produces wrestlers and Castabala rope dancers. "
https://topostext.org/work/835,14d1e053-cbc7-452d-9329-72a8d9b4f243,https://topostext.org/place/339355UBer,Berytus,['place'],:32,33.896,35.5056,"§ 32  Since I am obliged to describe their individual features, it is necessary to speak here of the entertainment of the individual cities. First of all you have Antioch, which abounds in all sorts of entertainment, especially circuses. Why are all things here? Because the emperor has his seat there; all things are necessary because of him. Laodicia too has circuses, as do Tyre, Berytus, and Caesarea. Laodicia sends the best jockeys to other cities, while Tyre and Berytus produce mime actors, and Caesarea dancers, while Heliopolis produces mostly flute players, because the Muses of Mount Lebanus inspire them with their divine speech. Gaza too sometimes has good musicians and is said to have good prize fighters. Ascalon produces wrestlers and Castabala rope dancers. "
https://topostext.org/work/835,5bcbe3e7-a6ce-47ae-9261-5a00295bece3,https://topostext.org/place/325349UCae,Caesarea,['place'],:32,32.5026,34.8914,"§ 32  Since I am obliged to describe their individual features, it is necessary to speak here of the entertainment of the individual cities. First of all you have Antioch, which abounds in all sorts of entertainment, especially circuses. Why are all things here? Because the emperor has his seat there; all things are necessary because of him. Laodicia too has circuses, as do Tyre, Berytus, and Caesarea. Laodicia sends the best jockeys to other cities, while Tyre and Berytus produce mime actors, and Caesarea dancers, while Heliopolis produces mostly flute players, because the Muses of Mount Lebanus inspire them with their divine speech. Gaza too sometimes has good musicians and is said to have good prize fighters. Ascalon produces wrestlers and Castabala rope dancers. "
